chebi_uri	type	count
http://purl.obolibrary.org/obo/CHEBI_15456	VLC3HA-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16618	PIP3	chemical	141
http://purl.obolibrary.org/obo/CHEBI_53059	mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI	chemical	4
http://purl.obolibrary.org/obo/CHEBI_76279	2'-O-acetyl-ADP-ribose	chemical	7
http://purl.obolibrary.org/obo/CHEBI_15745	2AMA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16507	I(1,2,4,5,6)P5	chemical	3
http://purl.obolibrary.org/obo/CHEBI_81564	RvD1	chemical	1
http://purl.obolibrary.org/obo/CHEBI_31882	MetAsp	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15551	PGE2	chemical	7
http://purl.obolibrary.org/obo/CHEBI_138643	RvD6	chemical	1
http://purl.obolibrary.org/obo/CHEBI_59089	(GlcNAc)2 (Man)8 (Asn)1	chemical	1
http://purl.obolibrary.org/obo/CHEBI_60943	5-HETE	chemical	1
http://purl.obolibrary.org/obo/CHEBI_86336	HNK1 carbohydrate	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63853	Gal-GlcNAc(S)-Gal	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17862	3-ketosphinganine	chemical	2
http://purl.obolibrary.org/obo/CHEBI_26634	GSSeSG	chemical	3
http://purl.obolibrary.org/obo/CHEBI_27814	12-oxoLTB4	chemical	1
http://purl.obolibrary.org/obo/CHEBI_37550	S1P	chemical	7
http://purl.obolibrary.org/obo/CHEBI_17380	3HKYN	chemical	2
http://purl.obolibrary.org/obo/CHEBI_32325	bION	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15927	NRNAM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_50157	5HIALD	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18153	C2H4	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27820	PGA2	chemical	3
http://purl.obolibrary.org/obo/CHEBI_76794	5-fC	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16285	Phytanate	chemical	1
http://purl.obolibrary.org/obo/CHEBI_4470	DEXM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_30021	SeMet	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16382	I-	chemical	17
http://purl.obolibrary.org/obo/CHEBI_18318	Sulfatide	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18357	NAd	chemical	18
http://purl.obolibrary.org/obo/CHEBI_27923	2-acyl LPG	chemical	6
http://purl.obolibrary.org/obo/CHEBI_77028	AdeSeHCys	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17621	FMN	chemical	6
http://purl.obolibrary.org/obo/CHEBI_53152	palmitoleoyl-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15904	LCFA	chemical	6
http://purl.obolibrary.org/obo/CHEBI_28424	GD3	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63989	15R-HETE	chemical	5
http://purl.obolibrary.org/obo/CHEBI_168396	MPA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_90152	MK4 epoxide	chemical	22
http://purl.obolibrary.org/obo/CHEBI_61360	Globoside	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17594	quinol	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28701	chenodeoxycholoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28918	ADR	chemical	1
http://purl.obolibrary.org/obo/CHEBI_138655	(N)PD1	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15539	PROP-CoA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_52450	PAF	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29132	NABQI	chemical	1
http://purl.obolibrary.org/obo/CHEBI_64182	DeMQ10H2	chemical	3
http://purl.obolibrary.org/obo/CHEBI_28324	11-deoxycortisol	chemical	2
http://purl.obolibrary.org/obo/CHEBI_72608	13-HDHA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17526	PI4P	chemical	42
http://purl.obolibrary.org/obo/CHEBI_63980	18cooh-LTB4	chemical	1
http://purl.obolibrary.org/obo/CHEBI_65130	1-3-hydroxy-THA-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_32544	NCA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17917	2AMAS	chemical	6
http://purl.obolibrary.org/obo/CHEBI_60430	MLCL	chemical	15
http://purl.obolibrary.org/obo/CHEBI_27638	Co2+	chemical	1
http://purl.obolibrary.org/obo/CHEBI_62747	1-acyl LPG	chemical	9
http://purl.obolibrary.org/obo/CHEBI_16852	L-Dopaquinone	chemical	7
http://purl.obolibrary.org/obo/CHEBI_133015	Xyl-GlcA-Xyl-GlcA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_2700	AEA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17627	heme	chemical	14
http://purl.obolibrary.org/obo/CHEBI_65136	DPAn-6	chemical	2
http://purl.obolibrary.org/obo/CHEBI_140240	17R(16)-epoxy-DHA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16345	3-Sulfinoalanine	chemical	3
http://purl.obolibrary.org/obo/CHEBI_63546	TPA-CoA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17482	L-Cystathionine	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17284	PRA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_52075	at-13,14-dhROL	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15650	LTE4	chemical	1
http://purl.obolibrary.org/obo/CHEBI_11563	dR1P	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16057	DMAPP	chemical	5
http://purl.obolibrary.org/obo/CHEBI_16320	3AIB	chemical	4
http://purl.obolibrary.org/obo/CHEBI_46961	phytosphingosine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28640	LTA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18307	UDP-Gal	chemical	27
http://purl.obolibrary.org/obo/CHEBI_11805	bHIBA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_59648	Precursor Z	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16953	NAASP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_25372	MoCo	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18402	THCA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_138642	7(S)-Hp-17(S)-HDHA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17553	PETA	chemical	7
http://purl.obolibrary.org/obo/CHEBI_27931	maltotriose	chemical	6
http://purl.obolibrary.org/obo/CHEBI_17636	SPHM	chemical	7
http://purl.obolibrary.org/obo/CHEBI_35703	xenobiotic	role	2
http://purl.obolibrary.org/obo/CHEBI_17855	TAGs	chemical	11
http://purl.obolibrary.org/obo/CHEBI_16254	11cRPALM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15639	FITHF	chemical	1
http://purl.obolibrary.org/obo/CHEBI_34159	15d-PGJ2	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17806	bGalNAc derivative	chemical	2
http://purl.obolibrary.org/obo/CHEBI_4786	enalaprilat	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18385	THMN	chemical	3
http://purl.obolibrary.org/obo/CHEBI_52392	2AG	chemical	6
http://purl.obolibrary.org/obo/CHEBI_17600	HXAL	chemical	3
http://purl.obolibrary.org/obo/CHEBI_76591	27-hydroxycholesterol	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27428	3alpha,7alpha-dihydroxy-5beta-cholestan-26-al	chemical	3
http://purl.obolibrary.org/obo/CHEBI_77364	(ethanolamineP) mannose (a1-2) (ethanolamineP) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI	chemical	5
http://purl.obolibrary.org/obo/CHEBI_17433	base Q	chemical	2
http://purl.obolibrary.org/obo/CHEBI_21347	L-Lanthionine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28869	menadione	chemical	1
http://purl.obolibrary.org/obo/CHEBI_138640	17(S)-HDHA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_18295	Hist	chemical	6
http://purl.obolibrary.org/obo/CHEBI_17737	DESMOL	chemical	2
http://purl.obolibrary.org/obo/CHEBI_422	LACT	chemical	13
http://purl.obolibrary.org/obo/CHEBI_17504	LPC	chemical	3
http://purl.obolibrary.org/obo/CHEBI_52572	GlcN-acyl-PI	chemical	5
http://purl.obolibrary.org/obo/CHEBI_18372	DHNTP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17759	7-dehydroCHOL	chemical	4
http://purl.obolibrary.org/obo/CHEBI_27537	trans-Oct-2-enoyl-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16067	I(1,4,5,6)P4	chemical	8
http://purl.obolibrary.org/obo/CHEBI_16929	GPETA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_35425	R1P	chemical	1
http://purl.obolibrary.org/obo/CHEBI_61248	Gal-R	chemical	4
http://purl.obolibrary.org/obo/CHEBI_28493	DEC-CoA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_63511	Chondroitin chain	chemical	1
http://purl.obolibrary.org/obo/CHEBI_32816	pyruvic acid	chemical	1
http://purl.obolibrary.org/obo/CHEBI_62845	4OH-EST17b	chemical	1
http://purl.obolibrary.org/obo/CHEBI_37393	PGP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17002	cholesterol ester	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15525	PALM-CoA	chemical	12
http://purl.obolibrary.org/obo/CHEBI_17855	TAG	chemical	11
http://purl.obolibrary.org/obo/CHEBI_28494	CL	chemical	16
http://purl.obolibrary.org/obo/CHEBI_16960	ADP-Rib	chemical	1
http://purl.obolibrary.org/obo/CHEBI_86362	GlcNAc-beta1,4-GlcNAc-beta1,4-GlcNAc	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17033	BV	chemical	4
http://purl.obolibrary.org/obo/CHEBI_18021	PEP	chemical	9
http://purl.obolibrary.org/obo/CHEBI_60479	lysoPC	chemical	1
http://purl.obolibrary.org/obo/CHEBI_34145	12R-HpETE	chemical	4
http://purl.obolibrary.org/obo/CHEBI_28037	GalNAc	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17728	SMM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_57930	NDP(3-)	chemical	9
http://purl.obolibrary.org/obo/CHEBI_17976	QH2	chemical	19
http://purl.obolibrary.org/obo/CHEBI_30744	OAA	chemical	14
http://purl.obolibrary.org/obo/CHEBI_138563	5S,6S-epoxy-18(R)-HEPE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16905	D-Fructose 1,6-bisphosphate	chemical	7
http://purl.obolibrary.org/obo/CHEBI_15967	TXN-S2H2	chemical	1
http://purl.obolibrary.org/obo/CHEBI_29089	1,2-daG3P	chemical	7
http://purl.obolibrary.org/obo/CHEBI_15430	PRIN9	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15439	COPRO3	chemical	4
http://purl.obolibrary.org/obo/CHEBI_16797	MNA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18274	2'-deoxynucleoside	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17474	E1S	chemical	2
http://purl.obolibrary.org/obo/CHEBI_33384	L-Ser	chemical	4
http://purl.obolibrary.org/obo/CHEBI_64085	R-NADPHX	chemical	1
http://purl.obolibrary.org/obo/CHEBI_3410	CXPA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_61088	S-Nitroso-L-cysteinylglycine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_60479	lysophosphatidylcholine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15748	D-glucuronate	chemical	1
http://purl.obolibrary.org/obo/CHEBI_35420	PREGS	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28794	COUM	chemical	2
http://purl.obolibrary.org/obo/CHEBI_4551	DIGX	chemical	2
http://purl.obolibrary.org/obo/CHEBI_53022	glycan G00006	chemical	7
http://purl.obolibrary.org/obo/CHEBI_46195	PARA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63728	8-oxo-dGDP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_9254	STEA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18405	PXLP	chemical	9
http://purl.obolibrary.org/obo/CHEBI_30772	BUT	chemical	2
http://purl.obolibrary.org/obo/CHEBI_138565	18(R)-HpEPE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_13115	L-gulonate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_33384	Ser	chemical	23
http://purl.obolibrary.org/obo/CHEBI_18276	H2	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16650	UDP-GalNAc	chemical	12
http://purl.obolibrary.org/obo/CHEBI_16132	dR5P	chemical	2
http://purl.obolibrary.org/obo/CHEBI_27812	MeSec	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16749	PI	chemical	57
http://purl.obolibrary.org/obo/CHEBI_59520	NGP	chemical	10
http://purl.obolibrary.org/obo/CHEBI_16095	sepiapterin	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16337	PA	chemical	35
http://purl.obolibrary.org/obo/CHEBI_37671	zymosan	chemical	1
http://purl.obolibrary.org/obo/CHEBI_58048	L-Asn	chemical	4
http://purl.obolibrary.org/obo/CHEBI_25696	organic anion	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15918	dCMP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_140249	7-HDHA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63977	12S-HHT	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15471	2-trans-Dodecenoyl-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17230	HCYS	chemical	18
http://purl.obolibrary.org/obo/CHEBI_59554	MCFA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_41001	BEG	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18341	N,N'-DCDOLDP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17500	7alpha-hydroxycholesterol	chemical	5
http://purl.obolibrary.org/obo/CHEBI_17709	APS	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17992	Suc	chemical	2
http://purl.obolibrary.org/obo/CHEBI_35854	VACV	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28209	5S-HETE	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15741	SUCCA	chemical	61
http://purl.obolibrary.org/obo/CHEBI_21547	NAA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_16584	IPPP	chemical	10
http://purl.obolibrary.org/obo/CHEBI_61232	NAPE	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15266	PPP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17924	D-sorbitol	chemical	2
http://purl.obolibrary.org/obo/CHEBI_57737	XY5P	chemical	17
http://purl.obolibrary.org/obo/CHEBI_6498	LXA4	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28706	trans-Hex-2-enoyl-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_34778	GCTN	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28632	(S)-Hydroxyoctanoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63208	2-hydroxy-dATP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15374	4aOH-BH4	chemical	4
http://purl.obolibrary.org/obo/CHEBI_45863	PTXL	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63846	Gal(S)-GlcNAc(S)-Gal-GlcNAc(S)-Gal	chemical	3
http://purl.obolibrary.org/obo/CHEBI_28837	octanoic acid	chemical	1
http://purl.obolibrary.org/obo/CHEBI_30913	PPCA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16881	INDOL	chemical	1
http://purl.obolibrary.org/obo/CHEBI_30915	2OG	chemical	106
http://purl.obolibrary.org/obo/CHEBI_16556	CMP-Neu5Ac	chemical	25
http://purl.obolibrary.org/obo/CHEBI_17864	taurolithocholate sulfate	chemical	6
http://purl.obolibrary.org/obo/CHEBI_15820	GDP-Man	chemical	15
http://purl.obolibrary.org/obo/CHEBI_18319	SAICAR	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16863	PDG	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18097	Fe(3+)Cb5	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17369	Man6P	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17407	FPP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18335	PXAP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63840	HOMZ	chemical	1
http://purl.obolibrary.org/obo/CHEBI_29115	5-OHU	chemical	4
http://purl.obolibrary.org/obo/CHEBI_26667	SA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15441	SQOX	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16728	2-acyl LPC	chemical	11
http://purl.obolibrary.org/obo/CHEBI_16870	GPCho	chemical	15
http://purl.obolibrary.org/obo/CHEBI_24480	heme O	chemical	2
http://purl.obolibrary.org/obo/CHEBI_37531	pPPP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_81621	BaP4,5-DHD	chemical	1
http://purl.obolibrary.org/obo/CHEBI_37637	(GlcNAc)2 (Man)9 (PP-Dol)1	chemical	3
http://purl.obolibrary.org/obo/CHEBI_50776	MHDB	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15725	1,3-diaminopropane	chemical	2
http://purl.obolibrary.org/obo/CHEBI_64084	S-NADPHX	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18259	Gb4Cer	chemical	1
http://purl.obolibrary.org/obo/CHEBI_70964	8-hydroxy-dAMP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_41423	celecoxib	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15940	NCA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_52449	5-oxoETE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15630	TrXA3	chemical	3
http://purl.obolibrary.org/obo/CHEBI_81563	18(R)-HEPE	chemical	4
http://purl.obolibrary.org/obo/CHEBI_29126	3-trans-decenoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17242	DHA	chemical	6
http://purl.obolibrary.org/obo/CHEBI_140239	17-EFOX-D5	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15843	ARA	chemical	26
http://purl.obolibrary.org/obo/CHEBI_17389	2AG	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16283	CySS-	chemical	4
http://purl.obolibrary.org/obo/CHEBI_16753	Pantetheine	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63998	19HETE	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16633	Sec	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29044	ACS	chemical	4
http://purl.obolibrary.org/obo/CHEBI_27385	CCl4	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15883	GP4G	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63800	HDBQ	chemical	1
http://purl.obolibrary.org/obo/CHEBI_52603	1-acyl LPS	chemical	6
http://purl.obolibrary.org/obo/CHEBI_16973	11DCORST	chemical	9
http://purl.obolibrary.org/obo/CHEBI_16897	E4P	chemical	10
http://purl.obolibrary.org/obo/CHEBI_62634	Neu5Ac-2,6-GalNAc-R	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29191	HO.	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15351	Ac-CoA	chemical	104
http://purl.obolibrary.org/obo/CHEBI_15652	XMP	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17980	PAPS	chemical	83
http://purl.obolibrary.org/obo/CHEBI_15633	DHF	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17677	CTP	chemical	14
http://purl.obolibrary.org/obo/CHEBI_50774	DMPhOH	chemical	2
http://purl.obolibrary.org/obo/CHEBI_26833	S	chemical	3
http://purl.obolibrary.org/obo/CHEBI_140263	PCTR2	chemical	2
http://purl.obolibrary.org/obo/CHEBI_27537	2E-octenoyl-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63825	TAMO	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17345	GMP	chemical	16
http://purl.obolibrary.org/obo/CHEBI_27468	Dihydrothymine	chemical	2
http://purl.obolibrary.org/obo/CHEBI_78619	Fe(3+)O(OH)	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15534	OLE-CoA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17713	dAMP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18077	TTP	chemical	8
http://purl.obolibrary.org/obo/CHEBI_88130	GlcNGc-6-P	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15525	PalmCoA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_30831	2OBUTA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_16991	dsDNA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16551	alpha,alpha-trehalose	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28413	CAIR	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16094	S2O3(2-)	chemical	5
http://purl.obolibrary.org/obo/CHEBI_60175	5HLYS	chemical	1
http://purl.obolibrary.org/obo/CHEBI_71553	GlcNAc:Man	chemical	2
http://purl.obolibrary.org/obo/CHEBI_32682	L-Arg	chemical	22
http://purl.obolibrary.org/obo/CHEBI_29140	4-cis-decenoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15901	Hydrouracil	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15380	SUCC-CoA	chemical	12
http://purl.obolibrary.org/obo/CHEBI_63842	4C4MZYMOL	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63850	Gal-GlcNAc(S)-Gal-GlcNAc(S)-Gal	chemical	3
http://purl.obolibrary.org/obo/CHEBI_60240	divalent metal cation	chemical	2
http://purl.obolibrary.org/obo/CHEBI_27910	7dhDESOL	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17826	MMAIII	chemical	1
http://purl.obolibrary.org/obo/CHEBI_140268	RCTR1	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17616	RPALM	chemical	3
http://purl.obolibrary.org/obo/CHEBI_140223	15d-PGJ3	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15999	HPPYRA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18344	Kynurenic acid	chemical	1
http://purl.obolibrary.org/obo/CHEBI_34055	1,2-Naphthoquinone	chemical	2
http://purl.obolibrary.org/obo/CHEBI_138206	MCTR2	chemical	2
http://purl.obolibrary.org/obo/CHEBI_57912	L-Trp	chemical	11
http://purl.obolibrary.org/obo/CHEBI_28790	5HT	chemical	22
http://purl.obolibrary.org/obo/CHEBI_15756	PALM	chemical	15
http://purl.obolibrary.org/obo/CHEBI_17933	CDL	chemical	10
http://purl.obolibrary.org/obo/CHEBI_17622	dUMP	chemical	4
http://purl.obolibrary.org/obo/CHEBI_57762	L-Val	chemical	3
http://purl.obolibrary.org/obo/CHEBI_10545	e-	chemical	7
http://purl.obolibrary.org/obo/CHEBI_17197	GO3P	chemical	6
http://purl.obolibrary.org/obo/CHEBI_29127	Cg	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16086	MSSM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17650	CORT	chemical	7
http://purl.obolibrary.org/obo/CHEBI_4178	GlcA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_48736	3,7,24THCA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_15440	SQNE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_75130	Neu5Ac-2,8-Neu5Ac-R	chemical	2
http://purl.obolibrary.org/obo/CHEBI_81560	18(R)-RvE2	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16335	Ade-Rib	chemical	10
http://purl.obolibrary.org/obo/CHEBI_47977	ADGP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_138617	AT-RvD5	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15456	3HA-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28481	L-Iduronic acid	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17659	UDP	chemical	92
http://purl.obolibrary.org/obo/CHEBI_26034	PI3P	chemical	3
http://purl.obolibrary.org/obo/CHEBI_2003	DHICA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17122	ManNAc	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17137	HSO3-	chemical	1
http://purl.obolibrary.org/obo/CHEBI_60924	Keratan sulfate	chemical	3
http://purl.obolibrary.org/obo/CHEBI_57560	LCFA(-)	chemical	92
http://purl.obolibrary.org/obo/CHEBI_28858	I(3,4)P2	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16724	HBUT	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15491	3-Oxopalmitoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15558	15S-HETE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_36219	Lac	chemical	4
http://purl.obolibrary.org/obo/CHEBI_52966	C26:0 CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_42977	25OH-CHOL	chemical	9
http://purl.obolibrary.org/obo/CHEBI_8107	Phenytoin	chemical	1
http://purl.obolibrary.org/obo/CHEBI_60625	(GlcNAc)3 (Man)5 (Asn)1	chemical	3
http://purl.obolibrary.org/obo/CHEBI_29146	EtAD	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16304	B12r	chemical	4
http://purl.obolibrary.org/obo/CHEBI_16919	CRET	chemical	5
http://purl.obolibrary.org/obo/CHEBI_4047	CysGly	chemical	5
http://purl.obolibrary.org/obo/CHEBI_16113	CHOL	chemical	67
http://purl.obolibrary.org/obo/CHEBI_16856	GSH	chemical	72
http://purl.obolibrary.org/obo/CHEBI_91137	17(R)-HDHA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15489	3OA-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17239	CDP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16359	cholate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15479	ISB-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_50673	MTZ	chemical	1
http://purl.obolibrary.org/obo/CHEBI_140225	16S,17S-epoxy-DHA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_50593	dh4MZYMOL	chemical	2
http://purl.obolibrary.org/obo/CHEBI_30762	salicylate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_138647	4S(5)-epoxy-17(S)-HDHA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_140267	PGJ3	chemical	2
http://purl.obolibrary.org/obo/CHEBI_2877	aspartame	chemical	1
http://purl.obolibrary.org/obo/CHEBI_33575	RCOOH	chemical	4
http://purl.obolibrary.org/obo/CHEBI_4610	Me2Se	chemical	5
http://purl.obolibrary.org/obo/CHEBI_15627	TXA2	chemical	10
http://purl.obolibrary.org/obo/CHEBI_16066	11cRAL	chemical	13
http://purl.obolibrary.org/obo/CHEBI_15724	TMAO	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17632	NO3-	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18139	TMA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_4208	Man	chemical	14
http://purl.obolibrary.org/obo/CHEBI_16155	I(1,3,4,6)P4	chemical	11
http://purl.obolibrary.org/obo/CHEBI_34477	6BHT	chemical	2
http://purl.obolibrary.org/obo/CHEBI_27283	VLCFA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_140255	MaR-L2	chemical	1
