chebi_uri	type	count
http://purl.obolibrary.org/obo/CHEBI_2288	5beta-cholesten-7alpha, 12alpha-diol-3-one	chemical	3
http://purl.obolibrary.org/obo/CHEBI_63811	Heparan chain(1)	chemical	3
http://purl.obolibrary.org/obo/CHEBI_59513	Ascorbate radical	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16827	CORST	chemical	5
http://purl.obolibrary.org/obo/CHEBI_138618	AT-RvD6	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17868	Palmitoylglycerone phosphate	chemical	3
http://purl.obolibrary.org/obo/CHEBI_43474	HPO4(2-)	chemical	5
http://purl.obolibrary.org/obo/CHEBI_63797	3H,4MBNZ	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15467	HMG-CoA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15901	DHU	chemical	4
http://purl.obolibrary.org/obo/CHEBI_65049	5,10-methenyl-THFPG	chemical	5
http://purl.obolibrary.org/obo/CHEBI_28803	PDXP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_64192	xenobiotic	chemical	2
http://purl.obolibrary.org/obo/CHEBI_134407	PGH3	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15366	CH3COO-	chemical	12
http://purl.obolibrary.org/obo/CHEBI_31488	DHCE	chemical	3
http://purl.obolibrary.org/obo/CHEBI_59084	(Glc)3 (GlcNAc)2 (Man)9 (Asn)1	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15555	PGD2	chemical	9
http://purl.obolibrary.org/obo/CHEBI_16244	TEABT	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28912	limit dextrin	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63841	4MZYMOL	chemical	2
http://purl.obolibrary.org/obo/CHEBI_25935	hydroperoxyl	chemical	3
http://purl.obolibrary.org/obo/CHEBI_140234	7,8-epoxy,17-HDPAn-3	chemical	2
http://purl.obolibrary.org/obo/CHEBI_30089	CH3COO-	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15786	HTMLYS	chemical	4
http://purl.obolibrary.org/obo/CHEBI_77012	MeSeO2H	chemical	3
http://purl.obolibrary.org/obo/CHEBI_1500819	cofactor F420 (red.)	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15857	L-Glutamyl amino acid	chemical	1
http://purl.obolibrary.org/obo/CHEBI_72801	5-HEPE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_41218	BME	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18170	H2SeO4	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15919	ADS	chemical	3
http://purl.obolibrary.org/obo/CHEBI_140245	7(S),17(S)-diHp-DHA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_32398	DGA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16716	C6H6	chemical	1
http://purl.obolibrary.org/obo/CHEBI_30813	DECA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28666	LTD4	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17596	Ino	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29805	glycolate	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15367	atRA	chemical	19
http://purl.obolibrary.org/obo/CHEBI_138612	4S(5)-epoxy-17(R)-HDHA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_27823	HIAA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_140269	RCTR2	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15748	GlcA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17950	LacCer	chemical	5
http://purl.obolibrary.org/obo/CHEBI_30805	DDCX	chemical	1
http://purl.obolibrary.org/obo/CHEBI_8337	porphyrin	chemical	3
http://purl.obolibrary.org/obo/CHEBI_2290	5beta-cholestan-7alpha-ol-3-one	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17319	dADE	chemical	1
http://purl.obolibrary.org/obo/CHEBI_132228	13(S),14(S)-epoxy-DHA	chemical	8
http://purl.obolibrary.org/obo/CHEBI_140264	PCTR3	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17364	D-Asp	chemical	1
http://purl.obolibrary.org/obo/CHEBI_140228	17-HDPAn-3	chemical	2
http://purl.obolibrary.org/obo/CHEBI_26125	phytosterols	chemical	2
http://purl.obolibrary.org/obo/CHEBI_81394	IQCA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_57305	Gly	chemical	42
http://purl.obolibrary.org/obo/CHEBI_28936	2-acyl LPE	chemical	7
http://purl.obolibrary.org/obo/CHEBI_137346	14(R)-HDHA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_36141	quinone	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27868	3-oxolauroyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15899	MVA5PP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15372	BH4	chemical	20
http://purl.obolibrary.org/obo/CHEBI_59092	(GlcNAc)2 (Man)9	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17287	Pcr	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17368	Hyp	chemical	6
http://purl.obolibrary.org/obo/CHEBI_63984	EXC4	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17359	SO3(2-)	chemical	1
http://purl.obolibrary.org/obo/CHEBI_35431	3,3'-diiodothyronine 4-sulfate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_85939	3Z-octenoyl-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17140	D-xylulose	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63834	5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17179	taurolithocholate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_27438	Neu5Ac-9-P	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16169	HGTA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16068	2PCPGCA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16208	3MPYR	chemical	4
http://purl.obolibrary.org/obo/CHEBI_64972	3-hydroxyhexacosanoyl-CoA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17780	5HTP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_140226	17(S)-Hp-DPAn-3	chemical	3
http://purl.obolibrary.org/obo/CHEBI_60913	GT1b	chemical	12
http://purl.obolibrary.org/obo/CHEBI_35366	FA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16802	Sedo	chemical	1
http://purl.obolibrary.org/obo/CHEBI_64112	xenobiotic	chemical	2
http://purl.obolibrary.org/obo/CHEBI_53019	glycan G00008	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16349	L-Cit	chemical	12
http://purl.obolibrary.org/obo/CHEBI_62833	MYS-LPA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_30769	CIT	chemical	19
http://purl.obolibrary.org/obo/CHEBI_17544	HCO3-	chemical	52
http://purl.obolibrary.org/obo/CHEBI_65129	2-hydroxy-AMP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16497	dGTP	chemical	10
http://purl.obolibrary.org/obo/CHEBI_64116	xenobiotic	chemical	3
http://purl.obolibrary.org/obo/CHEBI_140273	RvD5n-3DPA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17401	IP6	chemical	29
http://purl.obolibrary.org/obo/CHEBI_63223	8-oxo-dGMP	chemical	4
http://purl.obolibrary.org/obo/CHEBI_44605	OGUA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_70963	8-hydroxy-dADP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15927	RFNA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_53742	(GlcNAc)2 (Man)3 (PP-Dol)1	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16908	NADH	chemical	142
http://purl.obolibrary.org/obo/CHEBI_27668	(S)-3-hydroxylauroyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17405	PDXate	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17813	4,4DMCHtOL	chemical	7
http://purl.obolibrary.org/obo/CHEBI_16427	BMG	chemical	10
http://purl.obolibrary.org/obo/CHEBI_27379	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-one-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_57926	L-Thr	chemical	6
http://purl.obolibrary.org/obo/CHEBI_77058	Me3Se+	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15982	B12s	chemical	3
http://purl.obolibrary.org/obo/CHEBI_57427	L-Leu	chemical	11
http://purl.obolibrary.org/obo/CHEBI_48778	5beta-cholestan-7alpha,27-diol-3-one	chemical	2
http://purl.obolibrary.org/obo/CHEBI_85867	PNPB	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16469	E2	chemical	4
http://purl.obolibrary.org/obo/CHEBI_63975	15d-PGA2	chemical	1
http://purl.obolibrary.org/obo/CHEBI_138602	7(S)-Hp-17(R)-HDHA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_13719	aspirin	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28264	3-Oxooctanoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15842	orotidylic acid	chemical	3
http://purl.obolibrary.org/obo/CHEBI_9160	Single-stranded DNA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_30817	UCA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_30725	AFXBO	chemical	6
http://purl.obolibrary.org/obo/CHEBI_15531	Malonyl-CoA	chemical	8
http://purl.obolibrary.org/obo/CHEBI_16214	dolichyl phosphate	chemical	6
http://purl.obolibrary.org/obo/CHEBI_91125	GlcA-Xyl-GlcA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16595	IP3	chemical	103
http://purl.obolibrary.org/obo/CHEBI_49552	Cu1+	chemical	5
http://purl.obolibrary.org/obo/CHEBI_52639	CERA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_53023	glycan G10595	chemical	4
http://purl.obolibrary.org/obo/CHEBI_52288	LPA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_55424	PGN	chemical	5
http://purl.obolibrary.org/obo/CHEBI_50998	t2E-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27881	resveratrol	chemical	1
http://purl.obolibrary.org/obo/CHEBI_37240	3',5'-ADP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15478	tiglyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29129	2CEO	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15453	3HB-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17148	Putrescine	chemical	3
http://purl.obolibrary.org/obo/CHEBI_28689	DHEA	chemical	7
http://purl.obolibrary.org/obo/CHEBI_63821	3ODCT-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_60039	L-Pro	chemical	16
http://purl.obolibrary.org/obo/CHEBI_133202	(ADP-D-ribosyl)(n)-acceptor	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17002	CHEST	chemical	11
http://purl.obolibrary.org/obo/CHEBI_48765	DMAA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15859	N-carbamoyl-L-aspartate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16886	2AM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18313	Gb3Cer	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17015	RIB	chemical	4
http://purl.obolibrary.org/obo/CHEBI_16526	CO2	chemical	184
http://purl.obolibrary.org/obo/CHEBI_72637	17-HDHA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_5615	HALO	chemical	1
http://purl.obolibrary.org/obo/CHEBI_138249	MaR1	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63999	15d-PGD2	chemical	1
http://purl.obolibrary.org/obo/CHEBI_35366	FAs	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18318	SM4s	chemical	1
http://purl.obolibrary.org/obo/CHEBI_35374	Man1P	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15651	LTA4	chemical	16
http://purl.obolibrary.org/obo/CHEBI_15346	CoA	chemical	81
http://purl.obolibrary.org/obo/CHEBI_17490	L-PCARN	chemical	7
http://purl.obolibrary.org/obo/CHEBI_16955	GDP-DHDMan	chemical	2
http://purl.obolibrary.org/obo/CHEBI_77268	pristanate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_65139	delta2-THA-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_50114	ESTG	role	6
http://purl.obolibrary.org/obo/CHEBI_87167	S-FARN-CME	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16523	D-Ser	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16944	2A-3OBU	chemical	2
http://purl.obolibrary.org/obo/CHEBI_60815	BMP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17363	RU5P	chemical	7
http://purl.obolibrary.org/obo/CHEBI_75133	Neu5Ac-R	chemical	2
http://purl.obolibrary.org/obo/CHEBI_60431	DLCL	chemical	4
http://purl.obolibrary.org/obo/CHEBI_75571	3AG	chemical	1
http://purl.obolibrary.org/obo/CHEBI_64181	DMQ10H2	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15635	THF	chemical	18
http://purl.obolibrary.org/obo/CHEBI_1582	3MT	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63831	5beta-cholestan-3alpha,7alpha,24(S)-triol	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17616	atR-PALM	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17378	GA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_62926	1-PP-IP4	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15811	O-P-Ser	chemical	2
http://purl.obolibrary.org/obo/CHEBI_140262	PCTR1	chemical	3
http://purl.obolibrary.org/obo/CHEBI_62772	BH3.	chemical	6
http://purl.obolibrary.org/obo/CHEBI_15611	SARC	chemical	3
http://purl.obolibrary.org/obo/CHEBI_27584	ALDO	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15541	ST-CoA	chemical	6
http://purl.obolibrary.org/obo/CHEBI_63541	DPA-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_13705	ACA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_18035	DAG	chemical	44
http://purl.obolibrary.org/obo/CHEBI_17399	L-xylulose	chemical	3
http://purl.obolibrary.org/obo/CHEBI_140244	5-oxo-EPA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_48333	4CHOL7a,12a,27TONE	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17931	N-hydroxy-2-acetamidofluorene	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18421	O2.-	chemical	23
http://purl.obolibrary.org/obo/CHEBI_16709	PDX	chemical	1
http://purl.obolibrary.org/obo/CHEBI_10049	XTP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_36700	PCho	chemical	7
http://purl.obolibrary.org/obo/CHEBI_15517	BT-CoA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_91144	lyso-PAF	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63859	HPTXL	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63211	2-hydroxy-dAMP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_20680	qDHB	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63852	GlcNAc-Gal-GlcNAc(S)-Gal	chemical	4
http://purl.obolibrary.org/obo/CHEBI_16862	NDP	chemical	9
http://purl.obolibrary.org/obo/CHEBI_17754	Glycerol	chemical	18
http://purl.obolibrary.org/obo/CHEBI_18914	Gal1,3Fuc1,4GlcNAc group	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15552	PGI2	chemical	10
http://purl.obolibrary.org/obo/CHEBI_63805	Heparan sulfate chain(2)	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15946	Fru(6)P	chemical	27
http://purl.obolibrary.org/obo/CHEBI_18020	TEABL	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16496	5beta-cholestan-3alpha,7alpha,12alpha-triol	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17148	PTCN	chemical	2
http://purl.obolibrary.org/obo/CHEBI_140202	AT-(N)PD1	chemical	1
http://purl.obolibrary.org/obo/CHEBI_77363	ramiprilat	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17703	27OH-CHOL	chemical	7
http://purl.obolibrary.org/obo/CHEBI_35422	p-nitrophenol sulfate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_1670	UIBA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_30164	5-PP-IP5	chemical	16
http://purl.obolibrary.org/obo/CHEBI_29073	VitC	chemical	9
http://purl.obolibrary.org/obo/CHEBI_17442	APDBA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_51341	pristanoyl-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_26355	heme b	chemical	2
http://purl.obolibrary.org/obo/CHEBI_52975	trans-2-hexacosenoyl-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17347	TEST	chemical	4
http://purl.obolibrary.org/obo/CHEBI_18216	GM1a	chemical	2
http://purl.obolibrary.org/obo/CHEBI_24505	Heparins	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27692	Lipid II	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18431	7alpha,26-dihydroxycholesterol	chemical	3
http://purl.obolibrary.org/obo/CHEBI_30746	BENZA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18240	HPRO	chemical	4
http://purl.obolibrary.org/obo/CHEBI_83690	NAc-Ser residue	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16737	CREAT	chemical	1
http://purl.obolibrary.org/obo/CHEBI_137038	18(S)-RvE1	chemical	2
http://purl.obolibrary.org/obo/CHEBI_1784	ABPH	chemical	1
http://purl.obolibrary.org/obo/CHEBI_64172	xenobiotic	chemical	2
http://purl.obolibrary.org/obo/CHEBI_42589	beta-Fuc	chemical	2
http://purl.obolibrary.org/obo/CHEBI_53153	APO10al	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18034	4FAA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17858	GSSG	chemical	38
http://purl.obolibrary.org/obo/CHEBI_48926	S-HMGSH	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28750	17aHPREG	chemical	10
http://purl.obolibrary.org/obo/CHEBI_17984	acyl-CoA	chemical	33
http://purl.obolibrary.org/obo/CHEBI_16436	CDP-Cho	chemical	5
http://purl.obolibrary.org/obo/CHEBI_86476	GDP-KDGal	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28047	5beta-cholestan-3alpha, 7alpha-diol	chemical	2
http://purl.obolibrary.org/obo/CHEBI_140247	7(S),14(S)-diHp-DHA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_27384	4I-5PROA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_46245	CoQ	chemical	19
http://purl.obolibrary.org/obo/CHEBI_62579	Carboxymycobactin	chemical	4
http://purl.obolibrary.org/obo/CHEBI_84373	CHIT	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15537	phenylacetyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18348	PIP2	chemical	133
http://purl.obolibrary.org/obo/CHEBI_15437	URO3	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16503	H2Se	chemical	10
http://purl.obolibrary.org/obo/CHEBI_33699	mRNA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17202	IMP	chemical	11
http://purl.obolibrary.org/obo/CHEBI_28624	THFPG	chemical	7
http://purl.obolibrary.org/obo/CHEBI_15978	G3P	chemical	19
http://purl.obolibrary.org/obo/CHEBI_34450	5,6-EET	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29119	(2E,4Z)-deca-2,4-dienoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16796	MLT	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18367	phosphate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_50091	GSNO	chemical	2
http://purl.obolibrary.org/obo/CHEBI_52974	lignoceryl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17319	5dAde	chemical	2
http://purl.obolibrary.org/obo/CHEBI_27889	Pb2+	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16302	11cROL	chemical	7
http://purl.obolibrary.org/obo/CHEBI_16264	UDP-GlcNAc	chemical	50
http://purl.obolibrary.org/obo/CHEBI_35430	3,3'-diiodothyronine	chemical	2
http://purl.obolibrary.org/obo/CHEBI_59271	iE-DAP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_29888	PPi	chemical	265
http://purl.obolibrary.org/obo/CHEBI_18145	alpha-TOH	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16001	1,3BPG	chemical	11
http://purl.obolibrary.org/obo/CHEBI_17552	GDP	chemical	212
http://purl.obolibrary.org/obo/CHEBI_65088	BH-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16192	dGMP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_47828	CTA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_27470	FOLA	chemical	7
http://purl.obolibrary.org/obo/CHEBI_140220	14(S)-Hp-DHA	chemical	7
http://purl.obolibrary.org/obo/CHEBI_16830	methylamine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18368	Glucosylceramide	chemical	6
http://purl.obolibrary.org/obo/CHEBI_28009	betaGlcNAc	chemical	1
http://purl.obolibrary.org/obo/CHEBI_91284	GlcNAc (Man)9	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16670	peptide	chemical	7
http://purl.obolibrary.org/obo/CHEBI_30751	formate	chemical	1
http://purl.obolibrary.org/obo/CHEBI_137347	14(S)-HDHA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_28450	PAPSe	chemical	2
http://purl.obolibrary.org/obo/CHEBI_52977	3OHC-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27852	phys-ent-participant44830	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16504	SHAS	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63998	19-HETE	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17898	atRAL	chemical	34
http://purl.obolibrary.org/obo/CHEBI_78679	R5P	chemical	15
http://purl.obolibrary.org/obo/CHEBI_15435	PPGEN9	chemical	2
http://purl.obolibrary.org/obo/CHEBI_137034	18(S)-RvE2	chemical	1
http://purl.obolibrary.org/obo/CHEBI_34560	BaP4,5O	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15554	PGH2	chemical	31
http://purl.obolibrary.org/obo/CHEBI_17884	phenylacetyl glutamine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16516	dNTP	chemical	26
http://purl.obolibrary.org/obo/CHEBI_28240	DCA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_63830	5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one	chemical	3
http://purl.obolibrary.org/obo/CHEBI_11230	1AGPC	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17585	HD2NAL	chemical	2
http://purl.obolibrary.org/obo/CHEBI_64024	GlcA-b1,3-GlcNAc	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16335	adenosine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28279	6MMP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_64180	MDMQ10H2	chemical	3
http://purl.obolibrary.org/obo/CHEBI_10036	wax ester	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16814	DHEA-SO4	chemical	3
http://purl.obolibrary.org/obo/CHEBI_52575	alkylglycerol	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17336	atROL	chemical	40
http://purl.obolibrary.org/obo/CHEBI_64043	desmethyl loperamide	chemical	1
http://purl.obolibrary.org/obo/CHEBI_29128	Tg	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15927	NR	chemical	2
http://purl.obolibrary.org/obo/CHEBI_64689	AMPAG	chemical	1
http://purl.obolibrary.org/obo/CHEBI_12071	5,10-methylene-THF	chemical	4
http://purl.obolibrary.org/obo/CHEBI_63839	4CHOL7a,12a,24(S)TONE	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17026	P4	chemical	8
http://purl.obolibrary.org/obo/CHEBI_15414	SAM	chemical	211
http://purl.obolibrary.org/obo/CHEBI_34310	24OH-CHOL	chemical	10
http://purl.obolibrary.org/obo/CHEBI_63904	3,16DOH-PALM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_73204	CPE	chemical	1
http://purl.obolibrary.org/obo/CHEBI_140205	EFOX-D5	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18392	BDG	chemical	4
http://purl.obolibrary.org/obo/CHEBI_18169	I3P	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16344	GAA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63806	Heparan sulfate chain(3)	chemical	3
http://purl.obolibrary.org/obo/CHEBI_27700	t3enoyl-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28823	dIDP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_29147	EtCYT	chemical	2
http://purl.obolibrary.org/obo/CHEBI_65136	DPA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16152	PI(3,4)P2	chemical	23
http://purl.obolibrary.org/obo/CHEBI_64567	LPC (22:6)	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15721	SH7P	chemical	11
http://purl.obolibrary.org/obo/CHEBI_16645	HMBL	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18272	N-Formyl-GAR	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63516	ChEBI:63516 chain	chemical	4
http://purl.obolibrary.org/obo/CHEBI_2453	ACV	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17710	MVA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_61626	L-Ala-gamma-D-Glu-L-Lys-D-Ala	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17012	Neu5Ac	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17411	GlcNAc	chemical	7
http://purl.obolibrary.org/obo/CHEBI_59091	(GlcNAc)2 (Man)8 (PP-Dol)1	chemical	4
http://purl.obolibrary.org/obo/CHEBI_41774	TAM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_133203	(ADP-D-ribosyl)(n+1)-acceptor	chemical	1
http://purl.obolibrary.org/obo/CHEBI_9008	SUA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_26558	NMP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18261	UPROP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15343	CH3CHO	chemical	15
http://purl.obolibrary.org/obo/CHEBI_37248	3OH-PALM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17012	SA	chemical	17
http://purl.obolibrary.org/obo/CHEBI_17013	TMP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_28667	11dh-TXB2	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15476	2MACA-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17169	BZAL	chemical	1
http://purl.obolibrary.org/obo/CHEBI_29034	Fe3+	chemical	15
http://purl.obolibrary.org/obo/CHEBI_49108	Dopachrome	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17973	Gal1P	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16412	LPS	chemical	5
http://purl.obolibrary.org/obo/CHEBI_63849	3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al	chemical	2
