reaction.stId,control_event.dbId,active_unit.stId
R-HSA-8852019,8852032,R-HSA-1806218
R-HSA-1013020,1013015,R-HSA-975294
R-HSA-170686,170675,R-HSA-55431
R-HSA-170666,170664,R-HSA-170661
R-HSA-372529,373333,R-HSA-210365
R-HSA-372529,373333,R-HSA-210536
R-HSA-372529,373333,R-HSA-2029017
R-HSA-372529,373333,R-HSA-210407
R-HSA-372529,373333,R-HSA-210385
R-HSA-372529,373333,R-HSA-379365
R-HSA-372505,373336,R-HSA-210365
R-HSA-372505,373336,R-HSA-379365
R-HSA-210444,210513,R-HSA-210388
R-HSA-210426,210491,R-HSA-210466
R-HSA-210426,210491,R-HSA-372517
R-HSA-210430,210531,R-HSA-372514
R-HSA-210430,210531,R-HSA-2029017
R-HSA-210430,210531,R-HSA-210407
R-HSA-210430,210531,R-HSA-210385
R-HSA-210430,210531,R-HSA-210466
R-HSA-210430,210531,R-HSA-372517
R-HSA-380901,380904,R-HSA-210365
R-HSA-380901,380904,R-HSA-379365
R-HSA-380905,380907,R-HSA-210365
R-HSA-380905,380907,R-HSA-379365
R-HSA-380869,380625,R-HSA-210365
R-HSA-380869,380625,R-HSA-379363
R-HSA-380869,380625,R-HSA-372512
R-HSA-380869,380625,R-HSA-379365
R-HSA-380574,380571,R-HSA-210365
R-HSA-380574,380571,R-HSA-379365
R-HSA-2404193,2404197,R-HSA-2404188
R-HSA-5686318,5686319,R-HSA-64847
R-HSA-5607726,5607709,R-HSA-5607702
R-HSA-5660663,5660661,R-HSA-5660651
R-HSA-5660660,5660659,R-HSA-1027362
R-HSA-5621363,5621361,R-HSA-1861712
R-HSA-5621370,5621349,R-HSA-1861712
R-HSA-6789031,6789112,R-HSA-6789030
R-HSA-8933635,6789103,R-HSA-6789113
R-HSA-6789126,6789103,R-HSA-6789113
R-HSA-975122,1014250,R-HSA-450819
R-HSA-975139,975181,R-HSA-975157
R-HSA-975118,975176,R-HSA-450272
R-HSA-933525,933524,R-HSA-450329
R-HSA-1678981,1678988,R-HSA-1679012
R-HSA-937034,937015,R-HSA-937011
R-HSA-937050,937010,R-HSA-450819
R-HSA-937059,166117,R-HSA-936957
R-HSA-9013978,9013988,R-HSA-936983
R-HSA-9013978,9013988,R-HSA-936973
R-HSA-9013895,9013890,R-HSA-57031
R-HSA-3244614,3244649,R-HSA-3244653
R-HSA-3249371,3249393,R-HSA-168379
R-HSA-2396007,2396010,R-HSA-168379
R-HSA-3134804,3134802,R-HSA-1834965
R-HSA-3249386,3249400,R-HSA-1604439
R-HSA-3134946,3134949,R-HSA-976051
R-HSA-8948709,8948711,R-HSA-1604439
R-HSA-933532,992767,R-HSA-933469
R-HSA-977371,977372,R-HSA-976749
R-HSA-976743,977368,R-HSA-976749
R-HSA-8952289,8952283,R-HSA-8952276
R-HSA-9603420,9603430,R-HSA-8876922
R-HSA-9034875,9034876,R-HSA-9034727
R-NUL-9036937,9603933,R-NUL-9034806
R-HSA-9028728,9031959,R-HSA-9026521
R-NUL-9031971,9031969,R-NUL-9030451
R-HSA-9032426,9032425,R-HSA-9026521
R-NUL-9032423,9032428,R-NUL-9030369
R-HSA-9032863,9032873,R-HSA-421098
R-NUL-9032961,9032977,R-RNO-9032962
R-HSA-9032854,9032853,R-HSA-9026465
R-HSA-9033292,9033293,R-HSA-3928461
R-NUL-9033341,9033343,R-MMU-9033321
R-HSA-9026579,9026577,R-HSA-9026521
R-NUL-9030450,9030455,R-NUL-9030451
R-HSA-9026890,9028327,R-HSA-9026521
R-HSA-9026891,9028331,R-HSA-64847
R-HSA-5610737,5621778,R-HSA-975995
R-HSA-8937728,8937729,R-HSA-8937690
R-HSA-8937767,8937766,R-HSA-8937745
R-HSA-8936584,8936585,R-HSA-5226884
R-HSA-8934735,8934749,R-HSA-3215140
R-HSA-8937113,8937111,R-HSA-5226884
R-HSA-8937050,8937051,R-HSA-8936477
R-HSA-8936621,8936623,R-HSA-5244738
R-HSA-8936608,8936605,R-HSA-5226884
R-HSA-8936481,8936487,R-HSA-5244738
R-HSA-8937016,8937011,R-HSA-5244738
R-HSA-8937022,8937020,R-HSA-5226884
R-HSA-8865498,8865499,R-HSA-1183223
R-NUL-8865525,8865521,R-HSA-1183223
R-HSA-508282,508440,R-HSA-451921
R-HSA-198732,198709,R-HSA-3009413
R-HSA-1214188,1214228,R-HSA-912345
R-HSA-912470,912432,R-HSA-912443
R-HSA-174195,174158,R-HSA-174191
R-HSA-174057,174085,R-HSA-174109
R-HSA-179417,179412,R-HSA-174191
R-HSA-163090,163075,R-HSA-163076
R-HSA-164617,163075,R-HSA-163076
R-HSA-5082405,5083660,R-HSA-5083674
R-HSA-5324632,5324650,R-HSA-5324660
R-HSA-3371467,5083139,R-HSA-427531
R-HSA-3371422,3371447,R-HSA-3299408
R-HSA-5672017,5672134,R-HSA-5656350
R-HSA-5675868,5678314,R-HSA-5675858
R-HSA-5678490,5682871,R-HSA-5671734
R-HSA-5665868,5673746,R-HSA-380931
R-HSA-5672012,5676051,R-HSA-188011
R-HSA-5672010,5672132,R-HSA-165662
R-HSA-5638332,5638319,R-HSA-212298
R-HSA-5205861,5216240,R-HSA-5205609
R-HSA-3215385,5205606,R-HSA-113843
R-HSA-5661117,5211276,R-HSA-5205609
R-HSA-5205799,5211276,R-HSA-5205609
R-HSA-400382,421295,R-HSA-421289
R-HSA-428533,428514,R-HSA-428474
R-HSA-428522,428516,R-HSA-200631
R-HSA-428535,428513,R-HSA-167215
R-HSA-9010681,9010774,R-HSA-4332337
R-HSA-428888,376138,R-HSA-376002
R-HSA-927889,927781,R-HSA-927760
R-HSA-3928604,3928618,R-HSA-3928486
R-HSA-3928578,3928629,R-HSA-3928348
R-HSA-3928578,3928629,R-HSA-3928335
R-HSA-3928633,3928572,R-HSA-430346
R-HSA-3928580,3928589,R-HSA-418805
R-HSA-3928594,3928589,R-HSA-418805
R-HSA-3928625,3928575,R-HSA-442619
R-HSA-3928640,3928609,R-HSA-3928484
R-HSA-3928583,3928582,R-HSA-3928486
R-HSA-3928612,3928586,R-HSA-3006505
R-HSA-3928620,3928650,R-HSA-3928409
R-HSA-4093339,4093338,R-HSA-186833
R-HSA-4093336,4093333,R-HSA-3928461
R-HSA-189069,189029,R-HSA-189035
R-HSA-5617143,5617135,R-HSA-5617144
R-HSA-5617138,5617127,R-HSA-5617144
R-HSA-8876246,8876245,R-HSA-8876231
R-HSA-8876258,8876256,R-HSA-8875457
R-HSA-8877003,8877005,R-HSA-8876991
R-HSA-164505,173775,R-HIV-173772
R-HSA-173769,182891,R-HIV-173772
R-HSA-164513,173811,R-HIV-173772
R-HSA-182795,182888,R-HIV-173772
R-HSA-164528,173770,R-HIV-173772
R-HSA-164520,173777,R-HIV-173772
R-HSA-164519,173785,R-HIV-173772
R-HSA-164504,173806,R-HIV-173772
R-HSA-175258,175581,R-HSA-53791
R-HSA-164523,175070,R-HIV-175288
R-HSA-167084,113431,R-HSA-51801
R-HSA-112381,113431,R-HSA-51801
R-HSA-77090,72082,R-HSA-77060
R-HSA-77078,77052,R-HSA-72081
R-HSA-167098,113433,R-HSA-69218
R-HSA-77071,113433,R-HSA-69218
R-HSA-167117,109910,R-HSA-113401
R-HSA-167115,109910,R-HSA-113401
R-HSA-167136,109910,R-HSA-113401
R-HSA-75873,109910,R-HSA-113401
R-HSA-76576,109910,R-HSA-113401
R-HSA-111264,109910,R-HSA-113401
R-HSA-167097,109879,R-HSA-67439
R-HSA-75949,109879,R-HSA-67439
R-HSA-170706,170708,R-HSA-167237
R-HSA-170704,170699,R-HSA-167237
R-HSA-167191,167189,R-HSA-51801
R-HSA-6810233,6810236,R-HSA-69218
R-HSA-4085350,2997650,R-HSA-912481
R-HSA-4551683,2997650,R-HSA-912481
R-HSA-3968362,2997650,R-HSA-912481
R-HSA-4086083,2997650,R-HSA-912481
R-NUL-4085309,2997650,R-HSA-912481
R-HSA-4085318,2997650,R-HSA-912481
R-HSA-4086088,2997650,R-HSA-912481
R-HSA-3927886,2997650,R-HSA-912481
R-HSA-3900047,2997650,R-HSA-912481
R-HSA-3927959,2997650,R-HSA-912481
R-HSA-3900177,2997650,R-HSA-912481
R-HSA-3899291,2997650,R-HSA-912481
R-HSA-3900070,2997650,R-HSA-912481
R-HSA-4085992,2997650,R-HSA-912481
R-HSA-3903017,2997650,R-HSA-912481
R-HSA-4090284,2997650,R-HSA-912481
R-HSA-4085296,2997650,R-HSA-912481
R-HSA-4656914,2997650,R-HSA-912481
R-HSA-4641342,2997650,R-HSA-912481
R-HSA-4641345,2997650,R-HSA-912481
R-HSA-4641362,2997650,R-HSA-912481
R-HSA-4615910,2997650,R-HSA-912481
R-HSA-4570554,2997650,R-HSA-912481
R-HSA-4568863,2997650,R-HSA-912481
R-HSA-4570528,2997650,R-HSA-912481
R-HSA-4551648,2997650,R-HSA-912481
R-HSA-4341048,2997650,R-HSA-912481
R-HSA-4341025,2997650,R-HSA-912481
R-HSA-4570467,2997650,R-HSA-912481
R-HSA-4655374,2997650,R-HSA-912481
R-HSA-4655431,2997650,R-HSA-912481
R-HSA-4615933,2997650,R-HSA-912481
R-HSA-4615889,2997650,R-HSA-912481
R-HSA-4616015,2997650,R-HSA-912481
R-HSA-4570496,2997650,R-HSA-912481
R-HSA-3234084,2997650,R-HSA-912481
R-HSA-3234094,2997650,R-HSA-912481
R-HSA-3234081,2997650,R-HSA-912481
R-HSA-8952069,8952073,R-HSA-351581
R-HSA-8952382,8952381,R-HSA-6804933
R-HSA-8937807,8937804,R-HSA-1810408
R-HSA-9626945,9626949,R-HSA-193545
R-HSA-9617758,9617754,R-HSA-1027362
R-NUL-9617757,9617762,R-HSA-381325
R-HSA-165055,165544,R-HSA-165540
R-HSA-3139027,3139026,R-HIV-173391
R-HSA-180540,180584,R-HSA-180596
R-HSA-5358494,5358378,R-HSA-5358368
R-HSA-168313,189145,R-FLU-189151
R-HSA-1839098,1839099,R-HSA-1839058
R-HSA-1839110,1839105,R-HSA-1839041
R-HSA-1839107,1839104,R-HSA-74787
R-HSA-5655290,5655254,R-HSA-74787
R-HSA-8853315,8853312,R-HSA-8853232
R-HSA-8853307,8853321,R-HSA-64847
R-HSA-5655289,5655273,R-HSA-74787
R-HSA-5655323,5655329,R-HSA-74787
R-HSA-5655235,5655340,R-HSA-74787
R-HSA-2243942,2243940,R-HSA-61459
R-HSA-5362459,5362432,R-HSA-5362364
R-HSA-5362412,5362410,R-HSA-5362361
R-HSA-3656517,3656520,R-HSA-170866
R-HSA-3702184,3702182,R-HSA-170863
R-HSA-174757,174759,R-HSA-174592
R-HSA-2395768,174759,R-HSA-174592
R-HSA-2584246,2584262,R-HSA-55459
R-HSA-947541,947528,R-HSA-947508
R-HSA-193054,193154,R-HSA-193148
R-HSA-193065,193154,R-HSA-193148
R-HSA-193101,193154,R-HSA-193148
R-HSA-8951850,8951851,R-HSA-2980957
R-HSA-751040,804937,R-HSA-804920
R-HSA-8982021,8982023,R-HSA-8981894
R-HSA-8964604,8964621,R-HSA-195017
R-HSA-8964242,8964290,R-HSA-392161
R-HSA-170676,170668,R-HSA-170665
R-HSA-170685,170678,R-HSA-170661
R-HSA-180038,180074,R-HSA-180075
R-HSA-201787,201776,R-HSA-201779
R-HSA-201790,201794,R-HSA-165977
R-HSA-8982020,8982009,R-HSA-8982016
R-HSA-428750,432080,R-HSA-391837
R-HSA-8982025,8982010,R-HSA-939787
R-HSA-8851797,8852025,R-HSA-8852026
R-HSA-8964252,8964227,R-HSA-164358
R-HSA-265296,265275,R-HSA-2318769
R-HSA-266051,265275,R-HSA-2318769
R-HSA-8868344,8863635,R-HSA-8863586
R-HSA-8868340,8863635,R-HSA-8863586
R-HSA-8863014,8863635,R-HSA-8863586
R-HSA-8868666,8863661,R-HSA-180064
R-HSA-8868573,8863661,R-HSA-180064
R-HSA-8863007,8863661,R-HSA-180064
R-HSA-8868567,8863661,R-HSA-180064
R-HSA-8863011,8863661,R-HSA-180064
R-HSA-8870558,8863661,R-HSA-180064
R-HSA-8868260,8863661,R-HSA-180064
R-HSA-8866546,8866547,R-HSA-8866527
R-HSA-216723,216766,R-HSA-216753
R-HSA-174786,174782,R-HSA-174688
R-HSA-8866329,174782,R-HSA-174688
R-HSA-216757,216736,R-HSA-216753
R-HSA-265682,264517,R-HSA-265561
R-HSA-381607,381716,R-HSA-53245
R-HSA-352191,352154,R-HSA-352156
R-HSA-432067,432066,R-HSA-431733
R-HSA-432065,432057,R-HSA-432231
R-HSA-432054,432032,R-HSA-431700
R-HSA-432010,432032,R-HSA-431700
R-HSA-445714,507874,R-HSA-431723
R-HSA-110246,5649473,R-HSA-110197
R-HSA-110243,5643997,R-HSA-60887
R-HSA-110248,5649472,R-HSA-49155
R-HSA-110251,5649469,R-HSA-49155
R-HSA-110250,5649477,R-HSA-49155
R-HSA-110244,5643992,R-HSA-60887
R-HSA-110215,5649475,R-HSA-5634845
R-HSA-5649681,5649688,R-HSA-5649650
R-HSA-110217,5649476,R-HSA-5634845
R-HSA-110219,5649479,R-HSA-65812
R-HSA-110218,5649468,R-HSA-65812
R-HSA-110221,5649471,R-HSA-110161
R-HSA-5649658,5649653,R-HSA-5649648
R-HSA-110224,5643994,R-HSA-60537
R-HSA-110227,5643996,R-HSA-60537
R-HSA-110226,5643999,R-HSA-60537
R-HSA-110229,5643989,R-HSA-60537
R-HSA-110231,5643991,R-HSA-3006633
R-HSA-5649664,5649659,R-HSA-5649648
R-HSA-110232,5643995,R-HSA-3006633
R-HSA-110234,5649470,R-HSA-65812
R-HSA-5649673,5649672,R-HSA-5649648
R-HSA-5649734,5649721,R-HSA-53789
R-HSA-5649723,5649728,R-HSA-53845
R-HSA-5649705,5649709,R-HSA-5649651
R-HSA-5649725,5649731,R-HSA-53845
R-HSA-5649711,5649717,R-HSA-5649697
R-HSA-110359,5649547,R-HSA-50119
R-HSA-5651782,5651771,R-HSA-54745
R-HSA-5651723,5651710,R-HSA-5649884
R-HSA-5649883,5649867,R-HSA-53845
R-HSA-5651789,5651794,R-HSA-53787
R-HSA-110368,5651807,R-HSA-5651800
R-HSA-110363,5651811,R-HSA-54745
R-HSA-5651805,5651803,R-HSA-53787
R-HSA-110375,5649543,R-HSA-53845
R-HSA-73931,5649638,R-HSA-53789
R-HSA-73932,5649635,R-HSA-53845
R-HSA-5655892,5655907,R-HSA-5655492
R-HSA-5652009,5652007,R-HSA-5643741
R-HSA-5655965,5655960,R-HSA-5655487
R-HSA-5655965,5655960,R-HSA-110279
R-HSA-5655170,5655169,R-HSA-5655134
R-HSA-5654989,5654990,R-HSA-5643747
R-HSA-110319,111300,R-HSA-110287
R-HSA-110317,110318,R-HSA-110287
R-HSA-110308,110309,R-HSA-3006726
R-HSA-110311,5652145,R-HSA-110279
R-HSA-5656148,5656149,R-HSA-5656133
R-HSA-5656158,5656154,R-HSA-110279
R-HSA-5653754,5653763,R-HSA-5653664
R-HSA-5653770,5653774,R-HSA-3222218
R-HSA-5653840,5653836,R-HSA-5651800
R-HSA-5653786,5653785,R-HSA-5653784
R-HSA-5655466,5655475,R-HSA-419551
R-HSA-5655483,5655471,R-HSA-419546
R-HSA-73892,5657633,R-HSA-5657631
R-HSA-112118,5657629,R-HSA-5656464
R-HSA-112121,5657621,R-HSA-5656464
R-HSA-112120,5656469,R-HSA-5656464
R-HSA-112123,5657660,R-HSA-5656466
R-HSA-112125,5657625,R-HSA-5656407
R-HSA-1604368,1604363,R-HSA-1604345
R-HSA-1981120,1981159,R-HSA-1981151
R-HSA-1981128,1981141,R-HSA-1981135
R-HSA-427336,427400,R-HSA-212151
R-NUL-573373,573387,R-MMU-573324
R-HSA-5250938,5250927,R-HSA-352430
R-HSA-5334097,5334109,R-HSA-212316
R-HSA-5334151,5334139,R-HSA-212181
R-HSA-5334152,5334175,R-HSA-212287
R-HSA-5227490,427401,R-HSA-212316
R-HSA-5227490,427401,R-HSA-212181
R-HSA-427527,427530,R-HSA-427517
R-HSA-427514,427521,R-HSA-427531
R-HSA-212263,3211728,R-HSA-212298
R-HSA-203862,203909,R-HSA-203820
R-HSA-426464,203909,R-HSA-203820
R-HSA-203922,209653,R-HSA-847721
R-HSA-426520,426499,R-HSA-209723
R-HSA-5601910,5601900,R-HSA-5601894
R-HSA-372693,372641,R-HSA-372650
R-HSA-354124,354090,R-HSA-377592
R-HSA-354073,354119,R-HSA-201621
R-HSA-429441,939916,R-HSA-377592
R-HSA-437195,437273,R-HSA-61459
R-HSA-158982,158953,R-HSA-158945
R-HSA-158750,158768,R-HSA-158754
R-HSA-158744,158767,R-HSA-158760
R-HSA-158925,158973,R-HSA-158928
R-HSA-140870,140869,R-HSA-140811
R-HSA-141026,141025,R-HSA-141050
R-HSA-5591040,141025,R-HSA-141050
R-HSA-5607002,141025,R-HSA-141050
R-HSA-1169406,1169401,R-HSA-1169381
R-HSA-1169405,1169401,R-HSA-1169381
R-HSA-1169402,1169401,R-HSA-1169381
R-HSA-1169398,1169401,R-HSA-1169381
R-HSA-1169394,1169401,R-HSA-1169381
R-HSA-1169395,1169401,R-HSA-1169381
R-HSA-873922,873928,R-HSA-873799
R-HSA-873924,873925,R-HSA-451921
R-HSA-873918,873923,R-HSA-873799
R-HSA-873919,873920,R-HSA-210620
R-HSA-1168394,1168897,R-HSA-873799
R-HSA-1169192,1169248,R-HSA-210625
R-HSA-1169210,1169248,R-HSA-210625
R-HSA-1168767,1169203,R-HSA-873799
R-HSA-1169188,1169238,R-HSA-197938
R-HSA-1168423,1168883,R-HSA-873799
R-HSA-6788582,6788567,R-HSA-6788568
R-HSA-983422,211500,R-HSA-211498
R-HSA-1236954,1236946,R-HSA-1236834
R-HSA-8863895,8863859,R-HSA-168114
R-HSA-429730,429724,R-HSA-429688
R-HSA-266050,266055,R-HSA-2142729
R-HSA-2161768,2161978,R-HSA-2142729
R-HSA-1675866,1806232,R-HSA-1806191
R-HSA-373867,373866,R-HSA-204393
R-HSA-373875,373866,R-HSA-204393
R-HSA-8953946,8953956,R-HSA-8953913
R-HSA-8953946,8953956,R-HSA-8953928
R-HSA-8852134,8865063,R-HSA-947698
R-HSA-8853529,8853512,R-HSA-5690104
R-HSA-8853515,8853512,R-HSA-5690104
R-HSA-8853529,8853512,R-HSA-5661503
R-HSA-8853515,8853512,R-HSA-5661503
R-HSA-8853514,8853522,R-HSA-870499
R-HSA-8853503,8853522,R-HSA-870499
R-HSA-8853514,8853522,R-HSA-5690773
R-HSA-8853503,8853522,R-HSA-5690773
R-HSA-8853514,8853522,R-HSA-8853511
R-HSA-8853503,8853522,R-HSA-8853511
R-HSA-8852133,8865083,R-HSA-947698
R-HSA-8865090,8865189,R-HSA-947701
R-HSA-8865098,8865076,R-HSA-947701
R-HSA-8865050,8865193,R-HSA-947701
R-HSA-8870469,8873726,R-HSA-8870460
R-HSA-3927824,3108185,R-HSA-389118
R-HSA-3108209,3108185,R-HSA-389118
R-HSA-3108203,3108185,R-HSA-389118
R-HSA-4570463,3108185,R-HSA-389118
R-HSA-4570499,3108185,R-HSA-389118
R-HSA-4655440,3108185,R-HSA-389118
R-HSA-4551727,3108185,R-HSA-389118
R-HSA-4551655,3108185,R-HSA-389118
R-HSA-4551679,3000418,R-HSA-2993756
R-HSA-4551649,3000418,R-HSA-2993756
R-HSA-5228523,3000418,R-HSA-2993756
R-HSA-5228525,3000418,R-HSA-2993756
R-HSA-3000411,3000418,R-HSA-2993756
R-HSA-5228508,3000418,R-HSA-2993756
R-HSA-3000348,3000418,R-HSA-2993756
R-HSA-3000399,3000418,R-HSA-2993756
R-HSA-4570493,3000418,R-HSA-2993756
R-HSA-4615987,3000418,R-HSA-2993756
R-HSA-4615872,3000418,R-HSA-2993756
R-HSA-4341072,4663773,R-HSA-912481
R-HSA-4570489,4663773,R-HSA-912481
R-HSA-2997706,2997569,R-HSA-69486
R-HSA-4086059,3246099,R-HSA-912481
R-HSA-4551738,3246099,R-HSA-912481
R-HSA-4570553,3246099,R-HSA-912481
R-HSA-4568914,3246099,R-HSA-912481
R-HSA-4551616,3246099,R-HSA-912481
R-HSA-3108212,3108233,R-HSA-2993759
R-HSA-162742,162802,R-HSA-162716
R-HSA-163069,162883,R-HSA-162886
R-HSA-162730,162711,R-HSA-162712
R-HSA-162836,162847,R-HSA-162698
R-HSA-8952618,8952619,R-HSA-180582
R-HSA-8951661,8951752,R-HSA-8951627
R-HSA-8951648,8953292,R-HSA-947632
R-HSA-5690808,5690813,R-HSA-5690783
R-HSA-8952044,8952043,R-HSA-8863132
R-HSA-8951764,8951765,R-HSA-8951623
R-HSA-8956106,8956097,R-HSA-8952596
R-HSA-8956045,8956043,R-HSA-5697019
R-HSA-8952638,8952637,R-HSA-1234142
R-HSA-8956025,8956030,R-HSA-8951627
R-HSA-8956026,8956029,R-HSA-8955937
R-HSA-5688837,5689595,R-HSA-5625607
R-HSA-5690790,5690792,R-HSA-5689665
R-HSA-5690759,5690780,R-HSA-5689665
R-HSA-5690319,5690781,R-HSA-5690768
R-HSA-5691411,5691436,R-HSA-5682577
R-HSA-5691439,5691417,R-HSA-5682577
R-HSA-5696534,5696923,R-HSA-912325
R-HSA-5696914,5696859,R-HSA-3215039
R-HSA-5689950,6782631,R-HSA-3215278
R-HSA-5696605,5696924,R-HSA-5696922
R-HSA-5696600,5696893,R-HSA-8848677
R-HSA-6781814,6781771,R-HSA-6781794
R-HSA-5696960,5696980,R-HSA-5696973
R-HSA-5696968,5696981,R-HSA-5696950
R-HSA-5696564,5696864,R-HSA-5696890
R-HSA-5689973,5689976,R-HSA-5689984
R-HSA-6781764,6781799,R-HSA-2173138
R-HSA-5696627,5696921,R-HSA-741420
R-HSA-5696947,5696982,R-HSA-5696961
R-HSA-5696945,5696988,R-HSA-5696962
R-HSA-5697009,5697008,R-HSA-5697000
R-HSA-5696958,5696949,R-HSA-5696942
R-HSA-6781897,6781938,R-HSA-391303
R-HSA-6783177,6783007,R-HSA-5690190
R-HSA-5696997,5696999,R-HSA-5697004
R-HSA-6781779,6782975,R-HSA-6781893
R-HSA-5690080,5690309,R-HSA-5690313
R-HSA-5690159,5690095,R-HSA-5690190
R-HSA-5690157,5690133,R-HSA-5690083
R-HSA-6782106,6782958,R-HSA-6782974
R-HSA-5690152,5690114,R-HSA-5690104
R-HSA-5696872,6783135,R-HSA-5696931
R-HSA-5690870,6783270,R-HSA-5212662
R-HSA-8869506,8869507,R-HSA-688989
R-HSA-5690856,6783234,R-HSA-688989
R-HSA-8955869,8955865,R-HSA-8865766
R-NUL-8955873,8955866,R-MMU-8955334
R-HSA-5660753,5660734,R-HSA-5667115
R-HSA-5660752,5661160,R-HSA-870499
R-HSA-9010034,9010029,R-HSA-157186
R-HSA-379994,379606,R-HSA-379657
R-HSA-156913,159593,R-HSA-156926
R-HSA-156913,159593,R-HSA-156914
R-HSA-379974,379569,R-HSA-379680
R-HSA-379982,379613,R-HSA-379615
R-HSA-380008,379563,R-HSA-379612
R-HSA-379861,379596,R-HSA-379649
R-HSA-379893,379599,R-HSA-379641
R-HSA-379993,379627,R-HSA-379586
R-HSA-379865,379604,R-HSA-379649
R-HSA-379867,379607,R-HSA-379685
R-HSA-5389842,5467287,R-HSA-5389846
R-HSA-5419279,5487092,R-HSA-5389859
R-HSA-5419273,5487098,R-HSA-5389858
R-HSA-5696813,5696818,R-HSA-5696787
R-HSA-5696813,5696818,R-HSA-5696786
R-HSA-6786501,6786593,R-HSA-6786497
R-HSA-6782296,6782306,R-HSA-6782261
R-HSA-6787591,6787595,R-HSA-6808648
R-HSA-6787594,6787571,R-HSA-6808648
R-HSA-6790906,6790902,R-HSA-6790671
R-HSA-6790907,6790908,R-HSA-6790638
R-HSA-6793057,6793074,R-HSA-6793068
R-HSA-72095,72094,R-HSA-72092
R-HSA-72095,72094,R-HSA-72091
R-HSA-5205682,5205689,R-HSA-201579
R-HSA-2855020,2855204,R-HSA-2855176
R-HSA-5577234,5577158,R-HSA-5577088
R-HSA-390593,390594,R-HSA-390566
R-HSA-5617816,5617818,R-HSA-5617610
R-HSA-5623521,5623520,R-HSA-5617610
R-HSA-5623513,5623515,R-HSA-5618178
R-HSA-5688276,5688257,R-HSA-5687775
R-HSA-5688294,5688328,R-HSA-5687778
R-HSA-1299475,1299479,R-HSA-1252242
R-HSA-8949649,1299486,R-HSA-1299434
R-HSA-1299476,1299486,R-HSA-1299434
R-HSA-1299478,1299486,R-HSA-1299434
R-HSA-1307802,1307805,R-HSA-1252140
R-HSA-1299482,1299485,R-HSA-1252242
R-HSA-9033485,9034385,R-HSA-8953911
R-HSA-9033485,9034385,R-HSA-8953928
R-HSA-9033478,9033480,R-HSA-870499
R-HSA-9033491,9033483,R-HSA-870499
R-HSA-2534359,2534341,R-HSA-2534382
R-HSA-5692754,5692751,R-HSA-5692709
R-HSA-5687094,5687072,R-HSA-5687052
R-HSA-5692768,5692767,R-HSA-5687004
R-HSA-6798174,6798176,R-HSA-188011
R-HSA-5218823,5218833,R-HSA-5218758
R-HSA-9032478,9032474,R-HSA-9029095
R-HSA-9027425,9029144,R-HSA-354251
R-HSA-9027273,9029163,R-HSA-2586516
R-HSA-9021627,9021624,R-HSA-9012640
R-HSA-9024726,9024744,R-HSA-354251
R-HSA-9029155,9029156,R-HSA-2586516
R-HSA-9029151,9029160,R-HSA-2586516
R-HSA-9029158,9029164,R-HSA-9029080
R-HSA-9011985,9011939,R-HSA-996769
R-HSA-9012319,9012314,R-HSA-51801
R-HSA-9011949,9011938,R-HSA-3214396
R-HSA-8852552,8852554,R-HSA-8852548
R-HSA-2671829,2671838,R-HSA-2586516
R-HSA-2671742,2671858,R-HSA-2586516
R-HSA-432049,432069,R-HSA-431761
R-HSA-432074,432053,R-HSA-381264
R-HSA-432036,432018,R-HSA-431741
R-HSA-432034,432018,R-HSA-431741
R-HSA-8949703,8949707,R-HSA-8949711
R-HSA-2730664,2730665,R-HSA-2730661
R-HSA-2682349,2682360,R-HSA-2682366
R-HSA-191636,191651,R-HSA-190535
R-HSA-6814670,6814673,R-HSA-6813908
R-HSA-8850041,8850033,R-HSA-508581
R-HSA-6811414,6811403,R-HSA-6807788
R-HSA-6811418,6811406,R-HSA-6807788
R-HSA-6811422,6811408,R-HSA-2193131
R-HSA-8847883,8847882,R-HSA-199971
R-HSA-1445143,1458467,R-HSA-1445136
R-HSA-1454699,1454665,R-HSA-200417
R-HSA-1458485,1458493,R-HSA-1458479
R-HSA-5229111,5229083,R-HSA-5229123
R-HSA-432707,432698,R-HSA-2980842
R-HSA-421835,351174,R-HSA-2980842
R-HSA-8856813,8856814,R-HSA-8854795
R-HSA-8868066,8868067,R-HSA-392427
R-HSA-8868072,8868073,R-HSA-1604624
R-HSA-8868648,8868649,R-HSA-1806173
R-HSA-8868661,8868657,R-HSA-2213185
R-HSA-8868658,8868656,R-HSA-264476
